,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_Group,Income_Per_Age,Income_Level,Work_Ratio,Loyalty_Ratio,OverTime_Binary
104,37,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,Y,14,3,4,80,1,17,2,4,1,0,0,0,Mid,135.8684210526316,High,0.4473684210526316,0.05555555555555555,0
105,59,No,Non-Travel,1420,Human Resources,2,4,Human Resources,1,140,3,Female,32,2,5,Manager,4,Married,18844,21922,9,Y,21,4,4,80,1,30,3,3,3,2,2,2,Old,314.06666666666666,Very_High,0.5,0.0967741935483871,0
106,50,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,141,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Y,19,3,1,80,0,28,1,2,8,3,0,7,Senior,356.3137254901961,Very_High,0.5490196078431373,0.27586206896551724,1
107,25,Yes,Travel_Rarely,240,Sales,5,3,Marketing,1,142,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Y,11,3,4,80,0,6,1,3,6,4,0,3,Young,220.92307692307693,High,0.23076923076923078,0.8571428571428571,1
108,25,No,Travel_Rarely,1280,Research & Development,7,1,Medical,1,143,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,Y,11,3,3,80,2,2,2,3,2,2,2,1,Young,111.11538461538461,Low,0.07692307692307693,0.6666666666666666,0
109,22,No,Travel_Rarely,534,Research & Development,15,3,Medical,1,144,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,Y,15,3,3,80,0,1,5,3,0,0,0,0,Young,124.82608695652173,Low,0.043478260869565216,0.0,0
110,51,No,Travel_Frequently,1456,Research & Development,1,4,Medical,1,145,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,Y,20,4,3,80,0,23,1,2,13,12,12,8,Old,143.92307692307693,High,0.4423076923076923,0.5416666666666666,0
111,34,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,147,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Y,24,4,4,80,0,9,3,3,9,7,0,6,Mid,173.54285714285714,High,0.2571428571428571,0.9,1
112,54,No,Non-Travel,142,Human Resources,26,3,Human Resources,1,148,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Y,12,3,3,80,0,23,3,3,5,3,4,4,Old,315.05454545454546,Very_High,0.41818181818181815,0.20833333333333334,1
113,24,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,150,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,Y,12,3,3,80,1,6,2,3,5,3,1,2,Young,110.96,Low,0.24,0.7142857142857143,0
114,34,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,151,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,Y,15,3,3,80,1,12,3,3,1,0,0,0,Mid,128.71428571428572,Medium,0.34285714285714286,0.07692307692307693,0
115,37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,Y,12,3,1,80,0,12,3,3,5,3,1,3,Mid,195.47368421052633,High,0.3157894736842105,0.38461538461538464,0
116,34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,153,3,Female,45,2,3,Manager,1,Single,11631,5615,2,Y,12,3,4,80,0,14,6,3,11,10,5,8,Mid,332.3142857142857,Very_High,0.4,0.7333333333333333,0
117,36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,154,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,Y,14,3,3,80,1,10,6,3,9,7,2,8,Mid,263.18918918918916,Very_High,0.2702702702702703,0.8181818181818182,0
118,36,No,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,155,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,Y,22,4,1,80,1,7,2,3,1,0,0,0,Mid,76.62162162162163,Low,0.1891891891891892,0.125,0
119,43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,1,158,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Y,12,3,4,80,2,25,3,4,25,12,4,12,Senior,385.4318181818182,Very_High,0.5681818181818182,0.9615384615384616,1
120,30,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,159,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,Y,25,4,3,80,3,10,2,2,10,7,0,9,Young,84.29032258064517,Low,0.3225806451612903,0.9090909090909091,0
121,33,No,Non-Travel,750,Sales,22,2,Marketing,1,160,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,Y,13,3,1,80,1,8,2,4,7,7,0,7,Mid,180.76470588235293,High,0.23529411764705882,0.7777777777777778,0
122,56,Yes,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,161,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Y,18,3,1,80,3,7,2,3,5,4,4,3,Old,87.0701754385965,High,0.12280701754385964,0.625,1
123,51,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,162,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,Y,13,3,3,80,0,23,5,3,20,18,15,15,Old,375.71153846153845,Very_High,0.4423076923076923,0.8333333333333334,0
124,31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,163,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Y,18,3,2,80,0,12,3,2,7,7,7,7,Mid,192.875,High,0.375,0.5384615384615384,1
125,26,No,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,Y,19,3,3,80,0,5,3,2,5,4,4,3,Young,87.70370370370371,Low,0.18518518518518517,0.8333333333333334,0
126,58,Yes,Travel_Rarely,147,Research & Development,23,4,Medical,1,165,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,Y,12,3,4,80,1,40,3,2,40,10,15,6,Old,174.77966101694915,Very_High,0.6779661016949152,0.975609756097561,0
127,19,Yes,Travel_Rarely,528,Sales,22,1,Marketing,1,167,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Y,19,3,4,80,0,0,2,2,0,0,0,0,Young,83.75,Low,0.0,0.0,1
128,22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,169,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,Y,14,3,3,80,1,3,2,3,2,1,2,1,Young,109.69565217391305,Low,0.13043478260869565,0.5,0
129,49,No,Travel_Rarely,470,Research & Development,20,4,Medical,1,170,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,Y,14,3,3,80,0,16,2,2,15,11,5,11,Senior,131.34,High,0.32,0.8823529411764706,0
130,43,No,Travel_Frequently,957,Research & Development,28,3,Medical,1,171,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,Y,12,3,4,80,0,18,2,3,3,2,1,2,Senior,107.70454545454545,Medium,0.4090909090909091,0.15789473684210525,0
131,50,No,Travel_Frequently,809,Sales,12,3,Marketing,1,174,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,Y,11,3,4,80,0,16,3,3,2,2,2,1,Senior,180.54901960784315,Very_High,0.3137254901960784,0.11764705882352941,0
132,31,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,175,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Y,11,3,3,80,1,4,2,3,2,2,2,2,Mid,142.46875,Medium,0.125,0.4,1
133,41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,1,176,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Y,13,3,3,80,1,12,2,3,9,7,0,7,Senior,194.97619047619048,High,0.2857142857142857,0.6923076923076923,1
134,26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,1,177,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,Y,23,4,4,80,1,8,3,3,8,7,5,7,Young,108.96296296296296,Medium,0.2962962962962963,0.8888888888888888,0
135,36,No,Travel_Rarely,216,Research & Development,6,2,Medical,1,178,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,Y,20,4,4,80,2,7,0,3,3,2,0,1,Mid,133.54054054054055,High,0.1891891891891892,0.375,0
136,51,Yes,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,Y,15,3,4,80,0,18,2,3,4,2,0,3,Old,204.80769230769232,Very_High,0.34615384615384615,0.21052631578947367,0
137,39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,1,182,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,Y,14,3,3,80,1,17,1,4,15,11,5,9,Mid,147.55,High,0.425,0.8333333333333334,0
138,25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,1,183,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,Y,18,3,4,80,0,6,3,3,2,2,2,2,Young,332.2692307692308,Very_High,0.23076923076923078,0.2857142857142857,0
139,30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,1,184,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Y,19,3,4,80,0,12,2,1,11,9,4,7,Young,204.74193548387098,High,0.3870967741935484,0.8461538461538461,1
140,32,Yes,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,Y,22,4,1,80,0,10,2,4,5,4,0,4,Mid,127.27272727272727,Medium,0.30303030303030304,0.45454545454545453,0
141,45,No,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,Y,13,3,2,80,0,9,2,2,6,5,0,3,Senior,75.04347826086956,Medium,0.1956521739130435,0.6,0
142,38,No,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Y,20,4,2,80,0,19,2,3,3,2,2,2,Mid,110.6923076923077,Medium,0.48717948717948717,0.15,1
143,30,No,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,Y,14,3,3,80,0,5,4,2,5,4,0,4,Young,84.90322580645162,Low,0.16129032258064516,0.8333333333333334,0
144,32,No,Travel_Frequently,689,Sales,9,2,Medical,1,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,Y,17,3,4,80,3,9,2,4,8,7,0,7,Mid,141.45454545454547,Medium,0.2727272727272727,0.8,0
145,30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,1,197,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,Y,14,3,4,80,1,8,3,3,3,2,2,2,Young,103.35483870967742,Medium,0.25806451612903225,0.3333333333333333,0
146,30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,Y,13,3,4,80,0,6,3,3,5,3,1,2,Young,87.74193548387096,Low,0.1935483870967742,0.7142857142857143,0
147,41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,Y,13,3,2,80,1,21,2,2,7,6,7,7,Senior,409.07142857142856,Very_High,0.5,0.3181818181818182,0
148,41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,1,200,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,Y,21,4,4,80,1,7,2,3,5,0,1,4,Senior,53.285714285714285,Low,0.16666666666666666,0.625,0
149,19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,Y,14,3,4,80,0,1,3,3,1,0,0,0,Young,74.15,Low,0.05,0.5,0
150,40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,Y,11,3,1,80,1,20,2,3,20,7,2,13,Mid,136.70731707317074,High,0.4878048780487805,0.9523809523809523,0
151,35,No,Travel_Rarely,662,Sales,1,5,Marketing,1,204,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,Y,13,3,1,80,2,10,3,3,10,8,0,6,Mid,202.63888888888889,High,0.2777777777777778,0.9090909090909091,0
152,53,No,Travel_Rarely,1436,Sales,6,2,Marketing,1,205,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Y,20,4,4,80,1,13,3,1,7,7,4,5,Old,42.7037037037037,Low,0.24074074074074073,0.5,1
153,45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,Y,18,3,3,80,1,20,2,1,17,9,0,15,Senior,51.04347826086956,Low,0.43478260869565216,0.8095238095238095,0
154,32,No,Travel_Frequently,967,Sales,8,3,Marketing,1,207,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,Y,14,3,4,80,0,9,2,3,9,8,3,7,Mid,272.6666666666667,Very_High,0.2727272727272727,0.9,0
155,29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,Y,13,3,1,80,1,10,1,3,10,7,0,9,Young,143.96666666666667,Medium,0.3333333333333333,0.9090909090909091,0
156,51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,Y,17,3,3,80,0,10,2,3,1,0,0,0,Old,117.92307692307692,High,0.19230769230769232,0.09090909090909091,0
157,58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,1,214,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Y,20,4,2,80,1,9,3,2,1,0,0,0,Old,56.71186440677966,Medium,0.15254237288135594,0.1,1
158,40,No,Travel_Rarely,630,Sales,4,4,Marketing,1,215,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,Y,11,3,1,80,1,15,2,2,12,11,2,11,Mid,264.7560975609756,Very_High,0.36585365853658536,0.75,0
159,34,No,Travel_Frequently,303,Sales,2,4,Marketing,1,216,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,Y,18,3,4,80,1,6,3,3,4,3,1,2,Mid,63.74285714285714,Low,0.17142857142857143,0.5714285714285714,0
160,22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,1,217,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,Y,24,4,1,80,2,2,6,3,2,2,2,2,Young,101.0,Low,0.08695652173913043,0.6666666666666666,0
161,27,No,Non-Travel,691,Research & Development,9,3,Medical,1,218,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,Y,18,3,4,80,1,6,1,1,2,2,2,2,Young,72.28571428571429,Low,0.21428571428571427,0.2857142857142857,0
162,28,No,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,Y,11,3,3,80,1,5,2,1,5,2,0,2,Young,93.55172413793103,Low,0.1724137931034483,0.8333333333333334,0
163,57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,223,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,16,3,2,80,1,12,2,1,5,3,1,4,Old,162.74137931034483,Very_High,0.20689655172413793,0.38461538461538464,1
164,27,No,Non-Travel,1450,Research & Development,3,3,Medical,1,224,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Y,15,3,4,80,1,1,2,2,1,1,0,1,Young,91.64285714285714,Low,0.03571428571428571,0.5,1
165,50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226,3,Female,53,3,5,Manager,2,Single,19926,17053,3,Y,15,3,2,80,0,21,5,3,5,4,4,4,Senior,390.70588235294116,Very_High,0.4117647058823529,0.22727272727272727,0
166,41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,Y,12,3,1,80,1,13,2,3,9,8,1,8,Senior,58.357142857142854,Low,0.30952380952380953,0.6428571428571429,0
167,30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,Y,12,3,3,80,1,12,2,3,10,9,7,4,Young,303.83870967741933,Very_High,0.3870967741935484,0.7692307692307693,0
168,38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,59,2,2,Sales Executive,4,Single,8686,12930,4,Y,22,4,3,80,0,12,2,4,8,3,0,7,Mid,222.71794871794873,Very_High,0.3076923076923077,0.6153846153846154,0
169,32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,Y,20,4,1,80,0,8,2,3,5,4,1,4,Mid,92.06060606060606,Medium,0.24242424242424243,0.5555555555555556,0
170,27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,3,Male,51,3,1,Research Scientist,2,Married,3058,13364,0,Y,16,3,4,80,1,6,3,2,5,2,1,1,Young,109.21428571428571,Medium,0.21428571428571427,0.7142857142857143,1
171,19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,0,Y,21,4,1,80,0,1,5,4,0,0,0,0,Young,116.25,Low,0.05,0.0,0
172,36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,4,Male,30,3,1,Laboratory Technician,2,Single,2088,15062,4,Y,12,3,3,80,0,13,3,2,8,7,7,2,Mid,56.432432432432435,Low,0.35135135135135137,0.5714285714285714,0
173,30,No,Non-Travel,111,Research & Development,9,3,Medical,1,239,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,Y,11,3,3,80,2,12,4,3,12,9,6,10,Young,99.09677419354838,Medium,0.3870967741935484,0.9230769230769231,0
174,45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,Female,30,3,2,Sales Executive,1,Divorced,5006,6319,4,Y,11,3,1,80,1,9,3,4,5,4,0,3,Senior,108.82608695652173,High,0.1956521739130435,0.5,1
175,56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241,3,Female,67,3,1,Research Scientist,1,Divorced,4257,13939,4,Y,18,3,3,80,1,19,3,3,2,2,2,2,Old,74.6842105263158,Medium,0.3333333333333333,0.1,1
176,33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,0,Y,14,3,1,80,0,4,2,4,3,1,0,2,Mid,73.52941176470588,Low,0.11764705882352941,0.6,0
177,19,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,1,243,2,Male,47,2,1,Laboratory Technician,4,Single,1102,9241,1,Y,22,4,3,80,0,1,3,2,1,0,1,0,Young,55.1,Low,0.05,0.5,0
178,46,No,Travel_Rarely,526,Sales,1,2,Marketing,1,244,2,Female,92,3,3,Sales Executive,1,Divorced,10453,2137,1,Y,25,4,3,80,3,24,2,3,24,13,15,7,Senior,222.40425531914894,Very_High,0.5106382978723404,0.96,0
179,38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,12,3,3,80,0,2,3,3,2,2,2,1,Mid,58.666666666666664,Low,0.05128205128205128,0.6666666666666666,0
180,31,No,Travel_Rarely,140,Research & Development,12,1,Medical,1,246,3,Female,95,3,1,Research Scientist,4,Married,3929,6984,8,Y,23,4,3,80,1,7,0,3,4,2,0,2,Mid,122.78125,Medium,0.21875,0.5,1
181,34,No,Travel_Rarely,629,Research & Development,27,2,Medical,1,247,4,Female,95,3,1,Research Scientist,2,Single,2311,5711,2,Y,15,3,4,80,0,9,3,3,3,2,1,2,Mid,66.02857142857142,Low,0.2571428571428571,0.3,0
182,41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,1,248,2,Female,70,3,1,Sales Representative,2,Single,3140,21728,1,Y,22,4,4,80,0,4,5,2,4,3,0,2,Senior,74.76190476190476,Medium,0.09523809523809523,0.8,1
183,50,No,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,15,3,4,80,1,5,2,2,3,2,0,2,Senior,72.3529411764706,Medium,0.09803921568627451,0.5,0
184,53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,1,250,4,Female,57,4,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,11,3,3,80,2,5,3,3,4,2,1,3,Old,82.4074074074074,Medium,0.09259259259259259,0.6666666666666666,0
185,33,No,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,Y,13,3,4,80,1,8,5,3,8,7,1,6,Mid,81.05882352941177,Low,0.23529411764705882,0.8888888888888888,0
186,40,No,Travel_Rarely,989,Research & Development,4,1,Medical,1,253,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,14,3,2,80,1,21,2,3,20,8,9,9,Mid,464.219512195122,Very_High,0.5121951219512195,0.9090909090909091,0
187,55,No,Travel_Rarely,692,Research & Development,14,4,Medical,1,254,3,Male,61,4,5,Research Director,2,Single,18722,13339,8,Y,11,3,4,80,0,36,3,3,24,15,2,15,Old,334.32142857142856,Very_High,0.6428571428571429,0.6486486486486487,0
188,34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256,4,Male,45,2,2,Manufacturing Director,3,Married,9547,14074,1,Y,17,3,3,80,0,10,2,2,10,9,1,9,Mid,272.77142857142854,Very_High,0.2857142857142857,0.9090909090909091,0
189,51,No,Travel_Rarely,313,Research & Development,3,3,Medical,1,258,4,Female,98,3,4,Healthcare Representative,2,Single,13734,7192,3,Y,18,3,3,80,0,21,6,3,7,7,1,0,Old,264.11538461538464,Very_High,0.40384615384615385,0.3181818181818182,0
190,52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,259,3,Male,65,2,5,Manager,3,Married,19999,5678,0,Y,14,3,1,80,1,34,5,3,33,18,11,9,Old,377.33962264150944,Very_High,0.6415094339622641,0.9428571428571428,0
191,27,No,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,Y,16,3,4,80,0,7,2,2,7,7,0,3,Young,81.39285714285714,Low,0.25,0.875,0
192,35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261,2,Male,50,2,2,Manufacturing Director,3,Married,5916,15497,3,Y,13,3,1,80,0,8,1,3,1,0,0,1,Mid,164.33333333333334,High,0.2222222222222222,0.1111111111111111,1
193,43,No,Non-Travel,1344,Research & Development,7,3,Medical,1,262,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,Y,14,3,4,80,3,7,3,4,5,4,2,2,Senior,47.47727272727273,Low,0.1590909090909091,0.625,0
194,45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,264,1,Male,65,2,4,Manager,4,Married,16792,20462,9,Y,23,4,4,80,1,22,1,3,20,8,11,8,Senior,365.04347826086956,Very_High,0.4782608695652174,0.8695652173913043,0
195,37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Y,12,3,1,80,1,8,3,2,8,7,1,7,Mid,93.78947368421052,Medium,0.21052631578947367,0.8888888888888888,1
196,35,No,Travel_Frequently,138,Research & Development,2,3,Medical,1,269,2,Female,37,3,2,Laboratory Technician,2,Single,4425,15986,5,Y,11,3,4,80,0,10,5,3,6,2,1,2,Mid,122.91666666666667,Medium,0.2777777777777778,0.5454545454545454,0
197,42,No,Non-Travel,926,Research & Development,21,2,Medical,1,270,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,Y,16,3,2,80,1,11,5,3,5,3,0,2,Senior,122.44186046511628,High,0.2558139534883721,0.4166666666666667,0
198,38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,271,4,Male,88,3,2,Manufacturing Director,3,Married,6553,7259,9,Y,14,3,2,80,0,14,3,3,1,0,0,0,Mid,168.02564102564102,High,0.358974358974359,0.06666666666666667,0
199,38,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,273,4,Male,54,3,2,Manufacturing Director,4,Married,6261,4185,3,Y,18,3,1,80,1,9,3,1,7,7,1,7,Mid,160.53846153846155,High,0.23076923076923078,0.7,0
200,27,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,1,274,3,Male,60,2,2,Manufacturing Director,1,Married,4298,9679,5,Y,19,3,3,80,1,6,1,3,2,2,2,0,Young,153.5,Medium,0.21428571428571427,0.2857142857142857,0
201,49,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,275,4,Male,92,3,2,Manufacturing Director,4,Divorced,6804,23793,1,Y,15,3,1,80,2,7,0,3,7,7,1,7,Senior,136.08,High,0.14,0.875,1
202,34,No,Travel_Frequently,878,Research & Development,10,4,Medical,1,277,4,Male,43,3,1,Research Scientist,3,Divorced,3815,5972,1,Y,17,3,4,80,1,5,4,4,5,3,2,0,Mid,109.0,Medium,0.14285714285714285,0.8333333333333334,1
203,40,No,Travel_Rarely,905,Research & Development,19,2,Medical,1,281,3,Male,99,3,2,Laboratory Technician,4,Married,2741,16523,8,Y,15,3,3,80,1,15,2,4,7,2,3,7,Mid,66.85365853658537,Low,0.36585365853658536,0.4375,1
204,38,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,1,282,2,Male,70,3,2,Healthcare Representative,1,Married,6673,11354,7,Y,19,3,2,80,0,17,2,3,1,0,0,0,Mid,171.10256410256412,High,0.4358974358974359,0.05555555555555555,1
205,29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,1,283,2,Female,35,3,3,Sales Executive,4,Married,7639,24525,1,Y,22,4,4,80,3,10,3,2,10,4,1,9,Young,254.63333333333333,High,0.3333333333333333,0.9090909090909091,0
