,Unnamed: 0.1,Unnamed: 0,Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_Per_Age,Work_Ratio,Loyalty_Ratio,OverTime_Binary,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Age_Group_Old,Age_Group_Senior,Age_Group_Young,Income_Level_Low,Income_Level_Medium,Income_Level_Very_High
107,248,248,37,1017,1,2,1,340,3,0,83,2,1,1,3920,18697,2,Y,14,3,1,80,1,17,2,2,3,1,0,2,103.15789473684212,0.4473684210526316,0.1666666666666666,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
108,1372,1372,39,867,9,2,1,1936,1,1,87,3,2,1,5151,12315,1,Y,25,4,4,80,1,10,3,3,10,0,7,9,128.775,0.25,0.9090909090909092,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
109,970,970,27,1291,11,3,1,1364,3,0,98,4,1,4,2534,6527,8,Y,14,3,2,80,1,5,4,3,1,0,0,0,90.5,0.1785714285714285,0.1666666666666666,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
110,664,664,36,1425,14,1,1,924,3,1,68,3,2,4,6586,4821,0,Y,17,3,1,80,1,17,2,2,16,8,4,11,178.0,0.4594594594594595,0.8888888888888888,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
111,129,129,49,470,20,4,1,170,3,0,96,3,2,1,6567,5549,1,Y,14,3,3,80,0,16,2,2,15,11,5,11,131.34,0.32,0.8823529411764706,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
112,718,718,45,248,23,2,1,1002,4,1,42,3,2,1,3633,14039,1,Y,15,3,3,80,1,9,2,3,9,8,0,8,78.97826086956522,0.1956521739130435,0.9,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
113,1225,1225,45,1005,28,2,1,1719,4,0,48,2,4,2,16704,17119,1,Y,11,3,3,80,0,21,2,3,21,6,8,6,363.1304347826087,0.4565217391304347,0.9545454545454546,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
114,202,202,34,878,10,4,1,277,4,1,43,3,1,3,3815,5972,1,Y,17,3,4,80,1,5,4,4,5,3,2,0,109.0,0.1428571428571428,0.8333333333333334,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
115,1345,1345,35,219,16,2,1,1886,4,0,44,2,2,2,4788,25388,0,Y,11,3,4,80,0,4,2,3,3,2,0,2,133.0,0.1111111111111111,0.6,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
116,863,863,33,147,2,3,1,1207,2,1,99,3,1,3,3600,8429,1,Y,13,3,4,80,1,5,2,3,5,4,1,4,105.88235294117646,0.1470588235294117,0.8333333333333334,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
118,545,545,30,501,27,5,1,747,3,1,99,3,2,4,5304,25275,7,Y,23,4,4,80,1,10,2,2,8,7,7,7,171.09677419354838,0.3225806451612903,0.7272727272727273,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
119,524,524,34,1442,9,3,1,717,4,0,46,2,3,2,8621,17654,1,Y,14,3,2,80,0,9,3,4,8,7,7,7,246.3142857142857,0.2571428571428571,0.8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
120,86,86,23,541,2,1,1,113,3,1,62,3,1,1,2322,9518,3,Y,13,3,3,80,1,3,3,3,0,0,0,0,96.75,0.125,0.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
121,91,91,51,632,21,4,1,120,3,1,71,3,2,4,5441,8423,0,Y,22,4,4,80,0,11,2,1,10,7,1,0,104.6346153846154,0.2115384615384615,0.8333333333333334,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
122,921,921,28,791,1,4,1,1286,4,1,44,3,1,3,2154,6842,0,Y,11,3,3,80,0,5,2,2,4,2,0,2,74.27586206896552,0.1724137931034483,0.6666666666666666,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
123,690,690,31,616,12,3,1,961,4,0,41,3,2,4,5855,17369,0,Y,11,3,3,80,2,10,2,1,9,7,8,5,182.96875,0.3125,0.8181818181818182,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
124,530,530,27,608,1,2,1,725,3,0,68,3,3,1,7412,6009,1,Y,11,3,4,80,0,9,3,3,9,7,0,7,264.7142857142857,0.3214285714285714,0.9,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
125,629,629,28,1169,8,2,1,869,2,1,63,2,1,4,4936,23965,1,Y,13,3,4,80,1,6,6,3,5,1,0,4,170.20689655172413,0.2068965517241379,0.7142857142857143,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126,1314,1314,45,589,2,4,1,1845,3,0,67,3,2,3,5154,19665,4,Y,22,4,2,80,2,10,3,4,8,7,5,7,112.04347826086956,0.217391304347826,0.7272727272727273,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
127,1240,1240,39,792,1,3,1,1737,4,1,77,3,2,4,6472,8989,1,Y,15,3,4,80,1,9,2,3,9,8,5,8,161.8,0.225,0.9,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
128,632,632,42,1271,2,1,1,875,2,1,35,3,1,4,2515,9068,5,Y,14,3,4,80,0,8,2,3,2,1,2,2,58.48837209302326,0.1860465116279069,0.2222222222222222,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
129,328,328,33,508,10,3,1,446,2,1,46,2,2,4,4682,4317,3,Y,14,3,3,80,0,9,6,2,7,7,0,1,137.7058823529412,0.2647058823529412,0.7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
130,1439,1439,36,557,3,3,1,2024,1,0,94,2,3,4,7644,12695,0,Y,19,3,3,80,2,10,2,3,9,7,3,4,206.59459459459453,0.2702702702702703,0.8181818181818182,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
131,1308,1308,38,723,2,4,1,1835,2,0,77,1,2,4,5405,4244,2,Y,20,4,1,80,2,20,4,2,4,2,0,3,138.5897435897436,0.5128205128205128,0.1904761904761904,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
132,743,743,59,715,2,3,1,1032,3,0,69,2,4,4,13726,21829,3,Y,13,3,1,80,0,30,4,3,5,3,4,3,228.76666666666668,0.5,0.1612903225806451,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
133,254,254,29,1247,20,2,1,349,4,1,45,3,2,4,6931,10732,2,Y,14,3,4,80,1,10,2,3,3,2,0,2,231.03333333333333,0.3333333333333333,0.2727272727272727,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
134,1377,1377,49,1064,2,1,1,1941,2,1,42,3,5,4,19161,13738,3,Y,15,3,4,80,0,28,3,3,5,4,4,3,383.22,0.56,0.1724137931034483,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
135,751,751,50,145,1,3,1,1040,4,0,95,3,2,3,6347,24920,0,Y,12,3,1,80,1,19,3,3,18,7,0,13,124.45098039215686,0.3725490196078431,0.9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
136,331,331,27,210,1,1,1,449,3,1,73,3,2,2,6349,22107,0,Y,13,3,4,80,1,6,0,3,5,4,1,4,226.75,0.2142857142857142,0.7142857142857143,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
137,1320,1320,42,355,10,4,1,1854,3,1,38,3,1,3,2936,6161,3,Y,22,4,2,80,2,10,1,2,6,3,3,3,68.27906976744185,0.2325581395348837,0.5454545454545454,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
138,47,47,37,408,19,2,1,61,2,1,73,3,1,2,3022,10227,4,Y,21,4,1,80,0,8,1,3,1,0,0,0,79.52631578947368,0.2105263157894736,0.1111111111111111,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
139,900,900,36,469,3,3,1,1257,3,1,46,3,1,2,3692,9256,1,Y,12,3,3,80,0,12,2,2,11,10,0,7,99.7837837837838,0.3243243243243243,0.8461538461538461,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
140,428,428,47,983,2,2,1,574,1,0,65,3,2,4,5070,7389,5,Y,13,3,3,80,3,20,2,3,5,0,0,4,105.625,0.4166666666666667,0.238095238095238,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
141,1403,1403,39,119,15,4,1,1975,2,1,77,3,4,1,13341,25098,0,Y,12,3,1,80,0,21,3,3,20,8,11,10,333.525,0.525,0.9090909090909092,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
142,1228,1228,41,552,4,3,1,1722,3,1,60,1,2,2,6430,20794,6,Y,19,3,2,80,1,10,4,3,3,2,1,2,153.0952380952381,0.238095238095238,0.2727272727272727,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
144,142,142,38,364,3,5,1,193,4,0,32,3,2,3,4317,2302,3,Y,20,4,2,80,0,19,2,3,3,2,2,2,110.6923076923077,0.4871794871794871,0.15,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
145,351,351,32,1062,2,3,1,471,3,0,75,3,1,2,2370,3956,1,Y,13,3,3,80,1,8,4,3,8,0,0,7,71.81818181818181,0.2424242424242424,0.8888888888888888,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
147,1152,1152,21,546,5,1,1,1623,3,1,97,3,1,4,3117,26009,1,Y,18,3,3,80,0,3,2,3,2,2,2,2,141.6818181818182,0.1363636363636363,0.5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
148,650,650,43,422,1,3,1,902,4,0,33,3,2,4,5562,21782,4,Y,13,3,2,80,1,12,2,2,5,2,2,2,126.4090909090909,0.2727272727272727,0.3846153846153846,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
149,1202,1202,38,1495,4,2,1,1687,4,0,87,3,1,3,3306,26176,7,Y,19,3,4,80,1,7,5,2,0,0,0,0,84.76923076923077,0.1794871794871795,0.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
150,1177,1177,50,813,17,5,1,1656,4,0,50,2,3,1,13269,21981,5,Y,15,3,3,80,3,19,3,3,14,11,1,11,260.1764705882353,0.3725490196078431,0.7,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
151,434,434,31,1274,9,1,1,581,3,1,33,3,3,2,10648,14394,1,Y,25,4,4,80,1,13,6,4,13,8,0,8,332.75,0.40625,0.9285714285714286,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
153,389,389,37,1305,10,4,1,518,3,1,49,3,2,2,4197,21123,2,Y,12,3,4,80,0,18,2,2,1,0,0,1,110.44736842105264,0.4736842105263157,0.0526315789473684,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
154,339,339,27,1130,8,4,1,458,2,0,56,3,2,2,6214,3415,1,Y,18,3,1,80,1,8,3,3,8,7,0,7,221.92857142857144,0.2857142857142857,0.8888888888888888,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
155,736,736,48,1355,4,4,1,1024,3,1,78,2,3,3,10999,22245,7,Y,14,3,2,80,0,27,3,3,15,11,4,8,224.46938775510205,0.5510204081632653,0.5357142857142857,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
156,1373,1373,38,1394,8,3,1,1937,4,0,58,2,2,2,2133,18115,1,Y,16,3,3,80,1,20,3,3,20,11,0,7,54.69230769230769,0.5128205128205128,0.9523809523809524,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
157,1182,1182,36,894,1,4,1,1662,4,0,33,2,2,3,4374,15411,0,Y,15,3,3,80,0,4,6,3,3,2,1,2,118.2162162162162,0.1081081081081081,0.6,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
158,1017,1017,27,1377,11,1,1,1434,2,1,91,3,1,1,2099,7679,0,Y,14,3,2,80,0,6,3,4,5,0,1,4,74.96428571428571,0.2142857142857142,0.7142857142857143,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
159,977,977,34,999,26,1,1,1374,1,0,92,2,1,3,2029,15891,1,Y,20,4,3,80,3,5,2,3,5,4,0,0,57.97142857142857,0.1428571428571428,0.8333333333333334,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
160,544,544,47,217,3,3,1,746,4,0,49,3,4,3,13770,10225,9,Y,12,3,4,80,2,28,2,2,22,2,11,13,286.875,0.5833333333333334,0.7586206896551724,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
161,1192,1192,49,464,16,3,1,1674,4,0,74,3,1,1,2587,24941,4,Y,16,3,2,80,1,17,2,2,2,2,2,2,51.74,0.34,0.1111111111111111,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
162,1374,1374,58,605,21,3,1,1938,4,0,72,3,4,4,17875,11761,4,Y,13,3,3,80,1,29,2,2,1,0,0,0,302.96610169491527,0.4915254237288136,0.0333333333333333,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
164,1072,1072,29,410,2,1,1,1513,4,0,97,3,1,2,3180,4668,0,Y,13,3,3,80,3,4,3,3,3,2,0,2,106.0,0.1333333333333333,0.6,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
165,508,508,35,1017,6,4,1,691,2,1,82,1,2,4,6646,19368,1,Y,13,3,2,80,0,17,3,3,17,11,11,8,184.61111111111111,0.4722222222222222,0.9444444444444444,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
166,125,125,26,841,6,3,1,164,3,0,46,2,1,2,2368,23300,1,Y,19,3,3,80,0,5,3,2,5,4,4,3,87.70370370370371,0.1851851851851851,0.8333333333333334,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
168,936,936,45,364,25,3,1,1306,2,0,83,3,5,2,18061,13035,3,Y,22,4,3,80,0,22,4,3,0,0,0,0,392.6304347826087,0.4782608695652174,0.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
169,307,307,38,849,25,2,1,421,1,0,81,2,3,2,12061,26707,3,Y,17,3,3,80,1,19,2,3,10,8,0,1,309.2564102564103,0.4871794871794871,0.5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
170,383,383,22,253,11,3,1,511,1,0,43,3,1,2,2244,24440,1,Y,13,3,4,80,1,2,1,3,2,1,1,2,97.56521739130434,0.0869565217391304,0.6666666666666666,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
172,423,423,30,1398,22,4,1,567,3,0,69,3,3,1,8412,2890,0,Y,11,3,3,80,0,10,3,3,9,8,7,8,271.35483870967744,0.3225806451612903,0.8181818181818182,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
173,642,642,38,395,9,3,1,893,2,1,98,2,1,2,2899,12102,0,Y,19,3,4,80,1,3,3,3,2,2,1,2,74.33333333333333,0.0769230769230769,0.5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
174,848,848,35,636,4,4,1,1185,4,1,47,2,1,4,2376,26537,1,Y,13,3,2,80,1,2,2,4,2,2,2,2,66.0,0.0555555555555555,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
175,941,941,30,1138,6,3,1,1311,1,0,48,2,2,4,4627,23631,0,Y,12,3,1,80,1,10,6,3,9,2,6,7,149.25806451612902,0.3225806451612903,0.8181818181818182,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
176,521,521,27,1410,3,1,1,714,4,0,71,4,2,4,4647,16673,1,Y,20,4,2,80,2,6,3,3,6,5,0,4,165.96428571428572,0.2142857142857142,0.8571428571428571,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
177,1408,1408,23,571,12,2,1,1982,4,1,78,3,1,4,2647,13672,1,Y,13,3,3,80,0,5,6,4,5,2,1,4,110.29166666666669,0.2083333333333333,0.8333333333333334,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
178,1277,1277,46,734,2,4,1,1789,3,1,46,3,5,4,19328,14218,7,Y,17,3,3,80,1,24,3,3,2,1,2,2,411.2340425531915,0.5106382978723404,0.08,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
179,554,554,27,975,7,3,1,764,4,0,55,2,2,1,6811,23398,8,Y,19,3,1,80,0,9,2,1,7,6,0,7,243.25,0.3214285714285714,0.7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
181,1103,1103,48,492,16,4,1,1557,3,0,96,3,2,3,6439,13693,8,Y,14,3,3,80,1,18,2,3,8,7,7,7,131.40816326530611,0.3673469387755102,0.4210526315789473,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
182,1261,1261,38,833,18,3,1,1766,2,1,60,1,2,4,5811,24539,3,Y,16,3,3,80,1,15,2,3,1,0,1,0,149.0,0.3846153846153846,0.0625,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,606,606,34,702,16,4,1,838,3,0,100,2,1,4,2553,8306,1,Y,16,3,3,80,0,6,3,3,5,2,1,3,72.94285714285714,0.1714285714285714,0.7142857142857143,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
184,576,576,27,829,8,1,1,800,3,1,84,3,2,4,4342,24008,0,Y,19,3,2,80,1,5,3,3,4,2,1,1,155.07142857142858,0.1785714285714285,0.6666666666666666,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
185,501,501,30,160,3,3,1,680,3,0,71,3,1,3,2083,22653,1,Y,20,4,3,80,1,1,2,3,1,0,0,0,67.19354838709677,0.032258064516129,0.5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
186,1198,1198,33,530,16,3,1,1681,3,0,36,3,2,4,5368,16130,1,Y,25,4,3,80,1,7,2,3,6,5,1,2,157.88235294117646,0.2058823529411764,0.75,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
189,707,707,47,1379,16,4,1,987,3,1,64,4,2,3,5067,6759,1,Y,19,3,3,80,0,20,3,4,19,10,2,7,105.5625,0.4166666666666667,0.9047619047619048,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
190,87,87,51,432,9,4,1,116,4,1,96,3,1,4,2075,18725,3,Y,23,4,2,80,2,10,4,3,4,2,0,3,39.90384615384615,0.1923076923076923,0.3636363636363636,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
191,1130,1130,35,750,28,3,1,1596,2,1,46,4,2,3,3407,25348,1,Y,17,3,4,80,2,10,3,2,10,9,6,8,94.63888888888889,0.2777777777777778,0.9090909090909092,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
193,605,605,38,471,12,3,1,837,1,1,45,2,2,1,6288,4284,2,Y,15,3,3,80,1,13,3,2,4,3,1,2,161.23076923076923,0.3333333333333333,0.2857142857142857,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,719,719,47,955,4,2,1,1003,4,0,83,3,2,4,4163,8571,1,Y,17,3,3,80,0,9,0,3,9,0,0,7,86.72916666666667,0.1875,0.9,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
196,1331,1331,48,1224,10,3,1,1867,4,1,91,2,5,2,19665,13583,4,Y,12,3,4,80,0,29,3,3,22,10,12,9,401.3265306122449,0.5918367346938775,0.7333333333333333,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
197,647,647,35,672,25,3,1,899,4,1,78,2,3,2,10903,9129,3,Y,16,3,1,80,0,16,2,3,13,10,4,8,302.8611111111111,0.4444444444444444,0.7647058823529411,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
199,531,531,32,1018,3,2,1,727,3,0,39,3,3,4,11159,19373,3,Y,15,3,4,80,0,10,6,3,7,7,7,7,338.1515151515151,0.303030303030303,0.6363636363636364,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
200,835,835,35,528,8,4,1,1164,3,1,100,3,1,3,4323,7108,1,Y,17,3,2,80,0,6,2,1,5,4,1,4,120.08333333333331,0.1666666666666666,0.7142857142857143,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
202,582,582,40,791,2,2,1,807,3,0,38,4,2,2,4244,9931,1,Y,24,4,4,80,1,8,2,3,8,7,3,7,103.51219512195122,0.1951219512195122,0.8888888888888888,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
203,886,886,30,1465,1,3,1,1241,4,1,63,3,1,2,3579,9369,0,Y,21,4,1,80,1,12,2,3,11,9,5,7,115.4516129032258,0.3870967741935484,0.8461538461538461,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
204,884,884,40,107,10,3,1,1239,2,0,84,2,2,2,6852,11591,7,Y,12,3,2,80,1,7,2,4,5,1,1,3,167.1219512195122,0.1707317073170731,0.625,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
205,781,781,26,192,1,2,1,1083,1,1,59,2,1,1,3955,11141,1,Y,16,3,1,80,2,6,2,3,5,3,1,3,146.4814814814815,0.2222222222222222,0.7142857142857143,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
206,362,362,21,895,9,2,1,484,1,1,39,3,1,4,2610,2851,1,Y,24,4,3,80,0,3,3,2,3,2,2,2,118.63636363636364,0.1363636363636363,0.75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
207,511,511,36,913,9,2,1,699,2,1,48,2,2,2,8847,13934,2,Y,11,3,3,80,1,13,2,3,3,2,0,2,239.1081081081081,0.3513513513513513,0.2142857142857142,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
208,1381,1381,28,1103,16,3,1,1947,3,1,49,3,1,3,2144,2122,1,Y,14,3,3,80,0,5,3,2,5,3,1,4,73.93103448275862,0.1724137931034483,0.8333333333333334,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
211,391,391,40,555,2,3,1,521,2,0,78,2,2,3,3448,13436,6,Y,22,4,2,80,1,20,3,3,1,0,0,0,84.09756097560975,0.4878048780487805,0.0476190476190476,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
212,802,802,33,970,7,3,1,1114,4,0,30,3,2,2,4302,13401,0,Y,17,3,3,80,1,4,3,3,3,2,0,2,126.52941176470588,0.1176470588235294,0.6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
213,1325,1325,42,1142,8,3,1,1860,4,1,81,3,1,3,3968,13624,4,Y,13,3,4,80,0,8,3,3,0,0,0,0,92.27906976744184,0.1860465116279069,0.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
214,131,131,50,809,12,3,1,174,3,0,77,3,3,4,9208,6645,4,Y,11,3,4,80,0,16,3,3,2,2,2,1,180.54901960784315,0.3137254901960784,0.1176470588235294,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
215,209,209,46,644,1,4,1,288,4,1,97,3,3,1,9396,12368,7,Y,16,3,3,80,1,17,3,3,4,2,0,3,199.91489361702128,0.3617021276595745,0.2222222222222222,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
217,1454,1454,45,374,20,3,1,2046,4,0,50,3,2,3,4850,23333,8,Y,15,3,3,80,0,8,3,3,5,3,0,1,105.43478260869566,0.1739130434782608,0.5555555555555556,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
